id,product_id,variant_id_str,name,sku,price,currency_code,inventory_count,manages_inventory,allows_backorder
c8ff5fc5-a896-df69-24b2-0aa5b70d0365,5981781b-d2be-8324-23ee-c05c32989c48,var-c8ff5fc5,Nike Air Max 95 Big Bubble - US 7,nike-nike-air-max-95-big-bubble-us-7,190.0,usd,42,True,False
0fcffbea-6c4d-5828-685c-ab643a0eceb5,5981781b-d2be-8324-23ee-c05c32989c48,var-0fcffbea,Nike Air Max 95 Big Bubble - US 7.5,nike-nike-air-max-95-big-bubble-us-7.5,190.0,usd,12,True,False
0f4f82ed-d6f9-14b4-4209-b022bccf316a,5981781b-d2be-8324-23ee-c05c32989c48,var-0f4f82ed,Nike Air Max 95 Big Bubble - US 8,nike-nike-air-max-95-big-bubble-us-8,190.0,usd,9,True,False
d90f3642-47da-dc5c-76cd-1d723e4c9cf3,5981781b-d2be-8324-23ee-c05c32989c48,var-d90f3642,Nike Air Max 95 Big Bubble - US 8.5,nike-nike-air-max-95-big-bubble-us-8.5,190.0,usd,55,True,False
f2875afe-1e98-17ac-6370-8cc1f685f98a,5981781b-d2be-8324-23ee-c05c32989c48,var-f2875afe,Nike Air Max 95 Big Bubble - US 9,nike-nike-air-max-95-big-bubble-us-9,190.0,usd,80,True,False
f857764c-f6df-cf65-597a-ca2691bf3a59,5981781b-d2be-8324-23ee-c05c32989c48,var-f857764c,Nike Air Max 95 Big Bubble - US 9.5,nike-nike-air-max-95-big-bubble-us-9.5,190.0,usd,71,True,False
f6c45a3c-a610-a64f-7434-0a07bf1f4e35,5981781b-d2be-8324-23ee-c05c32989c48,var-f6c45a3c,Nike Air Max 95 Big Bubble - US 10,nike-nike-air-max-95-big-bubble-us-10,200.0,usd,72,True,False
e46de7e6-2556-3ec4-1c59-e4552ddc2f2d,5981781b-d2be-8324-23ee-c05c32989c48,var-e46de7e6,Nike Air Max 95 Big Bubble - US 10.5,nike-nike-air-max-95-big-bubble-us-10.5,195.0,usd,109,True,False
19d2d764-4208-4532-83a4-7b35bfa1a520,5981781b-d2be-8324-23ee-c05c32989c48,var-19d2d764,Nike Air Max 95 Big Bubble - US 11,nike-nike-air-max-95-big-bubble-us-11,190.0,usd,15,True,False
428a7750-f75a-87b5-488f-b6c8f11f8e00,5981781b-d2be-8324-23ee-c05c32989c48,var-428a7750,Nike Air Max 95 Big Bubble - US 12,nike-nike-air-max-95-big-bubble-us-12,190.0,usd,10,True,False
