id,product_hash,category_id,name,slug,description,price,available_item_count,metadata_json
5981781b-d2be-8324-23ee-c05c32989c48,51f611fd91777685dd2a1d9d70d8f576b8af92eff7dbf9c1843f53f1c00447d8,d899adcc-56d6-39e0-c677-2e261736a4e8,Nike Air Max 95 Big Bubble,nike-nike-air-max-95-big-bubble,Nike Air Max 95 Big Bubble by Nike.,190.0,236,{}
d13c7d0d-8d5b-b493-0438-8a4aec1c7413,8591d7c55665206ae749e1475752f297fc03315fd9fd2207b69d7100c3dd663c,d899adcc-56d6-39e0-c677-2e261736a4e8,Nike Shox R4 SE Fade,nike-nike-shox-r4-se-fade,Nike Shox R4 SE Fade by Nike.,155.0,451,{}
26b4871e-7faf-3606-706a-871162f076f3,46d29fb935e085f349e32c6fb7a0423209586a990bb7ca631af9519b19f915b0,d899adcc-56d6-39e0-c677-2e261736a4e8,ACG LDV,nike-acg-ldv,ACG LDV by Nike.,130.0,360,{}
ea4c4be0-6ea2-54e3-f58c-bbcb36b8ded0,088c54c1c2331ee7b6ba5beeb4ead4b647b65e2dc4b330adea80dfd8cda6fddf,d899adcc-56d6-39e0-c677-2e261736a4e8,ACG Zegama Trail,nike-acg-zegama-trail,ACG Zegama Trail by Nike.,180.0,67,{}
a542aa5a-b31f-2920-98bb-a525add9ebcd,ccc79168d37f905c345b6707c20f973e572a0da2d95294f02e122b6ca4e3a283,d899adcc-56d6-39e0-c677-2e261736a4e8,"Air Jordan 7 Retro ""Miró""",nike-air-jordan-7-retro-miró,"Air Jordan 7 Retro ""Miró"" by Nike.",255.0,209,{}
c55a7e77-f180-06b5-01df-b22e8e252feb,cd9fdb62d8f8b135b0a76b1fdda83149e3f5b29795db4aee9e8acaabaf3f1ec2,d899adcc-56d6-39e0-c677-2e261736a4e8,"Air Jordan 3 Retro ""True Blue""",nike-air-jordan-3-retro-true-blue,"Air Jordan 3 Retro ""True Blue"" by Nike.",230.0,291,{}
2dd931b5-288b-15fd-d6f8-d31214841834,bf8eca9afa1e801858bc7916256f04b84fc76c989a7d22e78a45a9a1cb4de978,d899adcc-56d6-39e0-c677-2e261736a4e8,Nike Air Max 90 Premium,nike-nike-air-max-90-premium,Nike Air Max 90 Premium by Nike.,145.0,309,{}
17d207c4-e77f-18d0-0054-cdd7e0d73439,b655d32e21eb5f038ac9f171ae3a4fa48774eecc7b07baec817c6f7806246315,d899adcc-56d6-39e0-c677-2e261736a4e8,Nike Air Force 1 '07,nike-nike-air-force-1-07,Nike Air Force 1 '07 by Nike.,125.0,130,{}
895c99c0-4d8c-a856-6e57-29035df59bc3,67e35eb04e3d1a65b35d465599f481134163ce7a3433b11b6016dd6c6f075876,d899adcc-56d6-39e0-c677-2e261736a4e8,Air Jordan 4 RM,nike-air-jordan-4-rm,Air Jordan 4 RM by Nike.,87.97,138,{}
25b85168-e589-9755-2bce-3284b7eac465,2cf16c57b1a870dbb825dded67aed6e65ce4253f52445697852917cd2269dced,d899adcc-56d6-39e0-c677-2e261736a4e8,Air Jordan 1 Mid,nike-air-jordan-1-mid,Air Jordan 1 Mid by Nike.,97.97,92,{}
