id,product_id,variant_id_str,name,sku,price,currency_code,inventory_count,manages_inventory,allows_backorder
902d6431-69d8-6b8b-086a-d97b563636df,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-902d6431,Skechers Aero Burst - US 7,skechers-skechers-aero-burst-us-7,165.0,usd,63,True,False
36ab317f-122f-d371-34f9-5fecf97ccf1d,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-36ab317f,Skechers Aero Burst - US 7.5,skechers-skechers-aero-burst-us-7.5,155.0,usd,96,True,False
e31da11e-e626-c1e2-b9b5-8d4f087eac07,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-e31da11e,Skechers Aero Burst - US 8,skechers-skechers-aero-burst-us-8,155.0,usd,70,True,False
97491a4c-2906-ae3f-9020-d51b0e5b569d,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-97491a4c,Skechers Aero Burst - US 8.5,skechers-skechers-aero-burst-us-8.5,160.0,usd,116,True,False
3fd23203-d028-fb34-f1fa-96c3727927b2,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-3fd23203,Skechers Aero Burst - US 9,skechers-skechers-aero-burst-us-9,155.0,usd,44,True,False
23cc2521-c90a-44ec-9f0b-1e3f0828200f,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-23cc2521,Skechers Aero Burst - US 9.5,skechers-skechers-aero-burst-us-9.5,155.0,usd,117,True,False
1b809498-63c8-d0b4-5bb0-c93ec6828075,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-1b809498,Skechers Aero Burst - US 10,skechers-skechers-aero-burst-us-10,155.0,usd,131,True,False
e9500a2d-86a8-960e-ab9a-7cd4d734a8d6,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-e9500a2d,Skechers Aero Burst - US 10.5,skechers-skechers-aero-burst-us-10.5,160.0,usd,146,True,False
98fb1150-7255-3694-7a1c-92369c2becea,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-98fb1150,Skechers Aero Burst - US 11,skechers-skechers-aero-burst-us-11,165.0,usd,134,True,False
6b6b2644-8980-91e8-2d23-716cc9c6e679,4e9d181a-c148-b52d-c35c-eef6cc684ad2,var-6b6b2644,Skechers Aero Burst - US 12,skechers-skechers-aero-burst-us-12,165.0,usd,21,True,False
9e70edda-38eb-71f2-82ff-909d1ef8b226,f3618049-7224-dc06-e391-b524e830bbc9,var-9e70edda,Skechers Slip-ins: Arch Fit D'Lites 330 - US 7,skechers-skechers-slip-ins-arch-fit-d-l-us-7,130.0,usd,129,True,False
ad857009-557b-d692-c200-b97d41b1e626,f3618049-7224-dc06-e391-b524e830bbc9,var-ad857009,Skechers Slip-ins: Arch Fit D'Lites 330 - US 7.5,skechers-skechers-slip-ins-arch-fit-d-l-us-7.5,130.0,usd,130,True,False
75a7f8bd-f082-70d5-108c-f0d0dd022897,f3618049-7224-dc06-e391-b524e830bbc9,var-75a7f8bd,Skechers Slip-ins: Arch Fit D'Lites 330 - US 8,skechers-skechers-slip-ins-arch-fit-d-l-us-8,130.0,usd,116,True,False
49d4b3f5-977e-3475-31c4-44ee3061cf04,f3618049-7224-dc06-e391-b524e830bbc9,var-49d4b3f5,Skechers Slip-ins: Arch Fit D'Lites 330 - US 8.5,skechers-skechers-slip-ins-arch-fit-d-l-us-8.5,130.0,usd,10,True,False
6230de3f-a152-2d36-41a3-d74344f35cd8,f3618049-7224-dc06-e391-b524e830bbc9,var-6230de3f,Skechers Slip-ins: Arch Fit D'Lites 330 - US 9,skechers-skechers-slip-ins-arch-fit-d-l-us-9,130.0,usd,52,True,False
661b3106-fe0f-a38d-42ec-44c4893086f9,f3618049-7224-dc06-e391-b524e830bbc9,var-661b3106,Skechers Slip-ins: Arch Fit D'Lites 330 - US 9.5,skechers-skechers-slip-ins-arch-fit-d-l-us-9.5,135.0,usd,8,True,False
2b17d913-f464-350c-7907-f0c17165b540,f3618049-7224-dc06-e391-b524e830bbc9,var-2b17d913,Skechers Slip-ins: Arch Fit D'Lites 330 - US 10,skechers-skechers-slip-ins-arch-fit-d-l-us-10,130.0,usd,124,True,False
8fb6604c-acaf-028a-444c-5eb04c355798,f3618049-7224-dc06-e391-b524e830bbc9,var-8fb6604c,Skechers Slip-ins: Arch Fit D'Lites 330 - US 10.5,skechers-skechers-slip-ins-arch-fit-d-l-us-10.5,130.0,usd,62,True,False
67738067-b3de-689b-402a-3f194ddc8ac2,f3618049-7224-dc06-e391-b524e830bbc9,var-67738067,Skechers Slip-ins: Arch Fit D'Lites 330 - US 11,skechers-skechers-slip-ins-arch-fit-d-l-us-11,130.0,usd,54,True,False
988574ea-f837-29cd-9c09-ee1944510676,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-988574ea,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 7,skechers-skechers-slip-ins-arch-fit-d-l-us-7,125.0,usd,49,True,False
f8d79809-cd71-77a2-aece-d82510e8f658,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-f8d79809,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 7.5,skechers-skechers-slip-ins-arch-fit-d-l-us-7.5,135.0,usd,53,True,False
b3160dc8-ee6f-4f5a-df99-9581667b5cf6,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-b3160dc8,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 8,skechers-skechers-slip-ins-arch-fit-d-l-us-8,125.0,usd,49,True,False
b18d0736-5ac5-606e-a63e-7a9f620bc930,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-b18d0736,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 8.5,skechers-skechers-slip-ins-arch-fit-d-l-us-8.5,125.0,usd,95,True,False
c95b19b2-32e4-40a7-a819-8360e73b387e,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-c95b19b2,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 9,skechers-skechers-slip-ins-arch-fit-d-l-us-9,125.0,usd,141,True,False
ab2638ad-a4f8-30ba-a709-d76219f29f33,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-ab2638ad,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 9.5,skechers-skechers-slip-ins-arch-fit-d-l-us-9.5,135.0,usd,38,True,False
7d8573a2-b9a9-ba09-5c81-d1d60204b86b,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-7d8573a2,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 10,skechers-skechers-slip-ins-arch-fit-d-l-us-10,125.0,usd,65,True,False
db21435d-ba6a-7158-a83a-cbbd93fcc65a,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-db21435d,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 10.5,skechers-skechers-slip-ins-arch-fit-d-l-us-10.5,125.0,usd,32,True,False
55664c79-0699-6c9f-8254-d70882d1735b,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-55664c79,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 11,skechers-skechers-slip-ins-arch-fit-d-l-us-11,125.0,usd,70,True,False
c4bf1206-fa4c-0b76-d9be-941da2024e8a,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-c4bf1206,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 12,skechers-skechers-slip-ins-arch-fit-d-l-us-12,125.0,usd,7,True,False
28f32ca0-5b32-c1b5-0c12-97e2491d0c8f,7e6aa5a0-8e19-6c36-2af8-a849a6dcebf3,var-28f32ca0,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro Jogger - US 13,skechers-skechers-slip-ins-arch-fit-d-l-us-13,135.0,usd,28,True,False
dd92075e-7725-9679-bc7d-9f86997d7d9d,3eabf204-41e6-72c4-38e6-6d29732e1342,var-dd92075e,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 7,skechers-skechers-slip-ins-arch-fit-d-l-us-7,135.0,usd,12,True,False
d416f146-8660-ed67-e304-e8aa1407ed1e,3eabf204-41e6-72c4-38e6-6d29732e1342,var-d416f146,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 7.5,skechers-skechers-slip-ins-arch-fit-d-l-us-7.5,125.0,usd,113,True,False
cc17fbdc-6261-f8cb-f894-345549e923da,3eabf204-41e6-72c4-38e6-6d29732e1342,var-cc17fbdc,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 8,skechers-skechers-slip-ins-arch-fit-d-l-us-8,125.0,usd,68,True,False
03160806-380f-c37d-cf77-af22d7e4cd71,3eabf204-41e6-72c4-38e6-6d29732e1342,var-03160806,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 8.5,skechers-skechers-slip-ins-arch-fit-d-l-us-8.5,125.0,usd,119,True,False
e972aca6-d4a2-a0bf-c8eb-dddee973d4f5,3eabf204-41e6-72c4-38e6-6d29732e1342,var-e972aca6,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 9,skechers-skechers-slip-ins-arch-fit-d-l-us-9,125.0,usd,143,True,False
50312d65-b6ab-8cf6-b35b-7510768f4bc6,3eabf204-41e6-72c4-38e6-6d29732e1342,var-50312d65,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 9.5,skechers-skechers-slip-ins-arch-fit-d-l-us-9.5,125.0,usd,56,True,False
10d2ea13-4168-6692-41f6-a1154fe1e7e0,3eabf204-41e6-72c4-38e6-6d29732e1342,var-10d2ea13,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 10,skechers-skechers-slip-ins-arch-fit-d-l-us-10,130.0,usd,43,True,False
173850ad-80fb-fa86-3d37-8703dfdde4d0,3eabf204-41e6-72c4-38e6-6d29732e1342,var-173850ad,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 10.5,skechers-skechers-slip-ins-arch-fit-d-l-us-10.5,130.0,usd,63,True,False
fd6365cd-b624-6db3-f20f-b4ee30d47014,3eabf204-41e6-72c4-38e6-6d29732e1342,var-fd6365cd,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 11,skechers-skechers-slip-ins-arch-fit-d-l-us-11,125.0,usd,135,True,False
3a52a95d-6879-d5eb-cc98-8ed4f2990108,3eabf204-41e6-72c4-38e6-6d29732e1342,var-3a52a95d,Skechers Slip-ins: Arch Fit D'Lites 330 - Flagsway - US 12,skechers-skechers-slip-ins-arch-fit-d-l-us-12,125.0,usd,68,True,False
b5024eb1-34aa-30af-c9a3-7255e0372a0f,c854c5bd-65b5-c607-f880-af8b655434d6,var-b5024eb1,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 7,skechers-skechers-slip-ins-contour-foam-us-7,95.0,usd,87,True,False
328b89ba-d9a3-4836-ccb1-683d6c3c085a,c854c5bd-65b5-c607-f880-af8b655434d6,var-328b89ba,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 7.5,skechers-skechers-slip-ins-contour-foam-us-7.5,95.0,usd,30,True,False
954e5378-56d3-e4ab-d646-2ca4d99bf8f6,c854c5bd-65b5-c607-f880-af8b655434d6,var-954e5378,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 8,skechers-skechers-slip-ins-contour-foam-us-8,105.0,usd,118,True,False
75f15bce-79ff-a496-c32e-d921edc5317b,c854c5bd-65b5-c607-f880-af8b655434d6,var-75f15bce,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 8.5,skechers-skechers-slip-ins-contour-foam-us-8.5,95.0,usd,38,True,False
7269ab84-ab4a-c633-8852-3acf0ddf5bfe,c854c5bd-65b5-c607-f880-af8b655434d6,var-7269ab84,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 9,skechers-skechers-slip-ins-contour-foam-us-9,95.0,usd,125,True,False
9cd58c56-5706-6d17-ba1f-1bf0d592bb37,c854c5bd-65b5-c607-f880-af8b655434d6,var-9cd58c56,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 9.5,skechers-skechers-slip-ins-contour-foam-us-9.5,95.0,usd,15,True,False
1fd37d85-2e8e-d4d4-87c2-4595c2dfcb12,c854c5bd-65b5-c607-f880-af8b655434d6,var-1fd37d85,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 10,skechers-skechers-slip-ins-contour-foam-us-10,95.0,usd,135,True,False
fd6b89c9-478c-8aae-3edc-f62e4c67fe40,c854c5bd-65b5-c607-f880-af8b655434d6,var-fd6b89c9,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 10.5,skechers-skechers-slip-ins-contour-foam-us-10.5,100.0,usd,45,True,False
220091dd-0aab-1014-7032-1371a0cbf540,c854c5bd-65b5-c607-f880-af8b655434d6,var-220091dd,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 11,skechers-skechers-slip-ins-contour-foam-us-11,100.0,usd,53,True,False
72b56c9b-d92c-3ac4-f872-2ae8b2879514,c854c5bd-65b5-c607-f880-af8b655434d6,var-72b56c9b,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 12,skechers-skechers-slip-ins-contour-foam-us-12,95.0,usd,75,True,False
38202e31-9b99-88f2-2145-a74915c78c87,c854c5bd-65b5-c607-f880-af8b655434d6,var-38202e31,Skechers Slip-ins: Contour Foam - Cozy Fit America - US 13,skechers-skechers-slip-ins-contour-foam-us-13,100.0,usd,150,True,False
acce4463-03bd-573e-6c3f-2eeb7d84e6a6,84230dc3-9c6c-cec5-ebf6-070aeb86cc8f,var-acce4463,Skechers Slip-ins Britto: UNO - Britto Landscape - US 7,skechers-skechers-slip-ins-britto-uno-b-us-7,90.0,usd,17,True,False
8ea5970e-63c0-c925-44f1-d0c4b6ce903f,84230dc3-9c6c-cec5-ebf6-070aeb86cc8f,var-8ea5970e,Skechers Slip-ins Britto: UNO - Britto Landscape - US 7.5,skechers-skechers-slip-ins-britto-uno-b-us-7.5,90.0,usd,95,True,False
2cdf5ab6-4c85-1722-601a-7820e0f3fbef,84230dc3-9c6c-cec5-ebf6-070aeb86cc8f,var-2cdf5ab6,Skechers Slip-ins Britto: UNO - Britto Landscape - US 8,skechers-skechers-slip-ins-britto-uno-b-us-8,95.0,usd,20,True,False
349d93d5-550f-853f-6748-f685e47fd0c5,84230dc3-9c6c-cec5-ebf6-070aeb86cc8f,var-349d93d5,Skechers Slip-ins Britto: UNO - Britto Landscape - US 8.5,skechers-skechers-slip-ins-britto-uno-b-us-8.5,90.0,usd,77,True,False
bbca0b8c-525f-1fb1-95a6-3f0320ec453c,84230dc3-9c6c-cec5-ebf6-070aeb86cc8f,var-bbca0b8c,Skechers Slip-ins Britto: UNO - Britto Landscape - US 9,skechers-skechers-slip-ins-britto-uno-b-us-9,95.0,usd,35,True,False
7a469754-ba28-d902-9fb2-463ac20bf81c,84230dc3-9c6c-cec5-ebf6-070aeb86cc8f,var-7a469754,Skechers Slip-ins Britto: UNO - Britto Landscape - US 9.5,skechers-skechers-slip-ins-britto-uno-b-us-9.5,95.0,usd,85,True,False
8b2c192f-8c8a-b353-61f0-ea42dc4c3b2a,4c8ee5c7-5ac4-81f2-7f0b-2c0a0e1b690a,var-8b2c192f,Britto: S-1992 - Britto Landscape - US 7,skechers-britto-s-1992-britto-landscape-us-7,85.0,usd,98,True,False
ff0400df-f1fa-7f5c-1d0d-b96f17f2f352,4c8ee5c7-5ac4-81f2-7f0b-2c0a0e1b690a,var-ff0400df,Britto: S-1992 - Britto Landscape - US 7.5,skechers-britto-s-1992-britto-landscape-us-7.5,85.0,usd,111,True,False
70dfc369-d093-8bcd-e290-d368008a28c3,4c8ee5c7-5ac4-81f2-7f0b-2c0a0e1b690a,var-70dfc369,Britto: S-1992 - Britto Landscape - US 8,skechers-britto-s-1992-britto-landscape-us-8,85.0,usd,94,True,False
a361f08f-11fb-05bc-ffbb-85b2a0c9239f,4c8ee5c7-5ac4-81f2-7f0b-2c0a0e1b690a,var-a361f08f,Britto: S-1992 - Britto Landscape - US 8.5,skechers-britto-s-1992-britto-landscape-us-8.5,95.0,usd,82,True,False
c7af3f53-c03b-35ce-13db-c67f4ea3a78a,4c8ee5c7-5ac4-81f2-7f0b-2c0a0e1b690a,var-c7af3f53,Britto: S-1992 - Britto Landscape - US 9,skechers-britto-s-1992-britto-landscape-us-9,85.0,usd,53,True,False
47302f52-204a-8ee6-1dc3-05c9870f5a4d,4c8ee5c7-5ac4-81f2-7f0b-2c0a0e1b690a,var-47302f52,Britto: S-1992 - Britto Landscape - US 9.5,skechers-britto-s-1992-britto-landscape-us-9.5,95.0,usd,5,True,False
d6cd4709-5dde-ab78-eee4-f80e652d7ad0,4c8ee5c7-5ac4-81f2-7f0b-2c0a0e1b690a,var-d6cd4709,Britto: S-1992 - Britto Landscape - US 10,skechers-britto-s-1992-britto-landscape-us-10,95.0,usd,144,True,False
2506eeaf-936f-257f-6940-1bbf9e37ba91,56587a0c-986c-6a56-8d60-7777b18a5c24,var-2506eeaf,Britto: S-1992 - Britto Landscapes - US 7,skechers-britto-s-1992-britto-landscape-us-7,85.0,usd,129,True,False
607becf1-4966-2ed3-1035-8b2021d1d420,56587a0c-986c-6a56-8d60-7777b18a5c24,var-607becf1,Britto: S-1992 - Britto Landscapes - US 7.5,skechers-britto-s-1992-britto-landscape-us-7.5,85.0,usd,118,True,False
8830472d-25ce-ccfb-0a2f-5301e8d152f3,56587a0c-986c-6a56-8d60-7777b18a5c24,var-8830472d,Britto: S-1992 - Britto Landscapes - US 8,skechers-britto-s-1992-britto-landscape-us-8,90.0,usd,5,True,False
47b10028-f2af-3462-e84d-6fdfe7f03783,56587a0c-986c-6a56-8d60-7777b18a5c24,var-47b10028,Britto: S-1992 - Britto Landscapes - US 8.5,skechers-britto-s-1992-britto-landscape-us-8.5,90.0,usd,8,True,False
af1ed568-8250-9e78-e192-8434b29a1716,56587a0c-986c-6a56-8d60-7777b18a5c24,var-af1ed568,Britto: S-1992 - Britto Landscapes - US 9,skechers-britto-s-1992-britto-landscape-us-9,85.0,usd,121,True,False
11db2a29-72c1-fb8e-18fd-ff3dd2e96122,56587a0c-986c-6a56-8d60-7777b18a5c24,var-11db2a29,Britto: S-1992 - Britto Landscapes - US 9.5,skechers-britto-s-1992-britto-landscape-us-9.5,85.0,usd,140,True,False
cbf7f906-2c75-5471-3847-c9ca62792c65,56587a0c-986c-6a56-8d60-7777b18a5c24,var-cbf7f906,Britto: S-1992 - Britto Landscapes - US 10,skechers-britto-s-1992-britto-landscape-us-10,85.0,usd,95,True,False
b9894e0b-ad4e-4fea-d4b9-f597f9871f59,56587a0c-986c-6a56-8d60-7777b18a5c24,var-b9894e0b,Britto: S-1992 - Britto Landscapes - US 10.5,skechers-britto-s-1992-britto-landscape-us-10.5,95.0,usd,20,True,False
2427dc1f-a018-dd0b-830f-e3722f55d1a4,56587a0c-986c-6a56-8d60-7777b18a5c24,var-2427dc1f,Britto: S-1992 - Britto Landscapes - US 11,skechers-britto-s-1992-britto-landscape-us-11,85.0,usd,47,True,False
fe0f0eab-2b8f-3cd1-6418-7aa926558c0e,56587a0c-986c-6a56-8d60-7777b18a5c24,var-fe0f0eab,Britto: S-1992 - Britto Landscapes - US 12,skechers-britto-s-1992-britto-landscape-us-12,85.0,usd,94,True,False
