id,product_id,image_url,rank
6fde65e9-592f-bfc3-5e57-68354c3b79d3,d330bfe8-ff53-c445-04e7-1b329f815522,"http://underarmour.scene7.com/is/image/Underarmour/3026197-107_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
27e4fd93-340b-a2ba-e21a-d3ec70d19cea,ced13f0d-3ec6-cd8f-8cab-33217ee1556d,"http://underarmour.scene7.com/is/image/Underarmour/6006060-101_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
a3b2d52b-1619-7172-4b08-c2a27f664daa,fba05bca-e3e9-7b60-acfc-fa2d407e78f4,"http://underarmour.scene7.com/is/image/Underarmour/6006116-100_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
e9ee237a-5938-a4a9-ed13-0e4c33b46ec3,86c6abb9-e622-dc14-7c69-2e7f91bb5bdb,"http://underarmour.scene7.com/is/image/Underarmour/3027595-622_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
84e14658-d632-de0c-6f22-13552ecf6444,11f63e27-f9e5-2253-d7b3-06bda4ebcc1e,"http://underarmour.scene7.com/is/image/Underarmour/6006061-425_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
e5b50901-d500-193e-7b40-05049ff96072,a1365395-5bfa-aad7-3a1d-68d42775da03,"http://underarmour.scene7.com/is/image/Underarmour/6007140-430_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
bd0a28a8-c772-9786-6be7-f6220c9d579b,f95b02df-5de8-120e-cb7c-cc4b639a4d98,"http://underarmour.scene7.com/is/image/Underarmour/6014417-011_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
f22ff6fc-14da-add7-a6d7-18d9e90a24cb,b8d83efb-2596-3d57-19f6-f058374a0576,"http://underarmour.scene7.com/is/image/Underarmour/6007640-069_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
79640f98-2d55-77c7-ac43-d83b9739f549,8bbe22ee-0999-c1d5-4078-18f932df8f57,"http://underarmour.scene7.com/is/image/Underarmour/6006062-425_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
0564c762-cc47-1aa4-5f39-bd02ad7e4fd1,533432d2-8009-7d46-3829-2a665a7139f8,"http://underarmour.scene7.com/is/image/Underarmour/6010410-230_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
750e3e2a-33dd-617c-fb1e-aabcf58d9bd5,17a1c8d9-2f8c-29d5-e7da-af0cf00409a4,"http://underarmour.scene7.com/is/image/Underarmour/6013582-001_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
4dfcb8a0-eb5d-82d9-87db-fb1ad8c91e37,eb5100ac-8468-6a47-4170-362e0c91560c,"http://underarmour.scene7.com/is/image/Underarmour/3026175-004_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
e012e58b-5d2c-a7fc-87f7-8be8db643d57,f6fcf697-8605-cb16-4d08-35aad55e178a,"http://underarmour.scene7.com/is/image/Underarmour/SS25_Q1_Vanish_TribaseReign_Site_Disruptor_1?rp=standard-0pad|pdp&qlt=85&bgc=f0f0f0&wid=800&hei=1000&op_usm=1.75,0.3,2,0",0
5e9240c9-4949-3068-fc82-65201a21dba6,daa240cb-c50a-dd70-b8be-f38ce31533de,"http://underarmour.scene7.com/is/image/Underarmour/3026176-001_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
1ec6b8a6-03b9-bde7-fd40-363a005e09da,33342331-e59d-5b9d-812b-9891d481fbf2,"http://underarmour.scene7.com/is/image/Underarmour/6014707-024_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
1f13d5eb-b09b-0961-c07d-3983ecd0a4d8,630f0cbb-a0f5-e47e-90e5-ece3388a1ec8,"http://underarmour.scene7.com/is/image/Underarmour/3026501-002_DEFAULT?rp=standard-30pad|grid&qlt=85&bgc=f0f0f0&wid=400&hei=500&size=360,460&op_usm=1.75,0.3,2,0",0
